HDR,ROLLING SYSTEM DEMAND
VD,20191005003500,23584
VD,20191005004000,23601
VD,20191005004500,23659
VD,20191005005000,23542
VD,20191005005500,23457
VD,20191005010000,23468
VD,20191005010500,23400
VD,20191005011000,23351
VD,20191005011500,23339
VD,20191005012000,23512
VD,20191005012500,23617
VD,20191005013000,23584
VD,20191005013500,23536
VD,20191005014000,23512
VD,20191005014500,23321
VD,20191005015000,23132
VD,20191005015500,22886
VD,20191005020000,22918
VD,20191005020500,23060
VD,20191005021000,22933
VD,20191005021500,22960
VD,20191005022000,22920
VD,20191005022500,22840
VD,20191005023000,22841
VD,20191005023500,22916
VD,20191005024000,22913
VD,20191005024500,22865
VD,20191005025000,22800
VD,20191005025500,22783
VD,20191005030000,22808
VD,20191005030500,22883
VD,20191005031000,23128
VD,20191005031500,23233
VD,20191005032000,23239
VD,20191005032500,23278
VD,20191005033000,23310
VD,20191005033500,23285
VD,20191005034000,23282
VD,20191005034500,23293
VD,20191005035000,23285
VD,20191005035500,23297
VD,20191005040000,23343
VD,20191005040500,23325
VD,20191005041000,23517
VD,20191005041500,23564
VD,20191005042000,23602
VD,20191005042500,23545
VD,20191005043000,23606
VD,20191005043500,23655
VD,20191005044000,23743
VD,20191005044500,23817
VD,20191005045000,23927
VD,20191005045500,23989
VD,20191005050000,23935
VD,20191005050500,24001
VD,20191005051000,24092
VD,20191005051500,24072
VD,20191005052000,24141
VD,20191005052500,24289
VD,20191005053000,24415
VD,20191005053500,24775
VD,20191005054000,25007
VD,20191005054500,25269
VD,20191005055000,25418
VD,20191005055500,25502
VD,20191005060000,25641
VD,20191005060500,25892
VD,20191005061000,26140
VD,20191005061500,26423
VD,20191005062000,26574
VD,20191005062500,26806
VD,20191005063000,27000
VD,20191005063500,27161
VD,20191005064000,27301
VD,20191005064500,27574
VD,20191005065000,27751
VD,20191005065500,27965
VD,20191005070000,28190
VD,20191005070500,28550
VD,20191005071000,28847
VD,20191005071500,29191
VD,20191005072000,29346
VD,20191005072500,29403
VD,20191005073000,29554
VD,20191005073500,29751
VD,20191005074000,29844
VD,20191005074500,29989
VD,20191005075000,30051
VD,20191005075500,30133
VD,20191005080000,30192
VD,20191005080500,30342
VD,20191005081000,30416
VD,20191005081500,30475
VD,20191005082000,30473
VD,20191005082500,30583
VD,20191005083000,30549
VD,20191005083500,30653
VD,20191005084000,30687
VD,20191005084500,30607
VD,20191005085000,30538
VD,20191005085500,30437
VD,20191005090000,30474
VD,20191005090500,30704
VD,20191005091000,30731
VD,20191005091500,30770
VD,20191005092000,30586
VD,20191005092500,30506
VD,20191005093000,30432
VD,20191005093500,30494
VD,20191005094000,30582
VD,20191005094500,30507
VD,20191005095000,30371
VD,20191005095500,30440
VD,20191005100000,30336
VD,20191005100500,30269
VD,20191005101000,30354
VD,20191005101500,30365
VD,20191005102000,30377
VD,20191005102500,30437
VD,20191005103000,30365
VD,20191005103500,30230
VD,20191005104000,30152
VD,20191005104500,30145
VD,20191005105000,30187
VD,20191005105500,30140
VD,20191005110000,30026
VD,20191005110500,30024
VD,20191005111000,30102
VD,20191005111500,29968
VD,20191005112000,29940
VD,20191005112500,29866
VD,20191005113000,29701
VD,20191005113500,29641
VD,20191005114000,29514
VD,20191005114500,29362
VD,20191005115000,29246
VD,20191005115500,29226
VD,20191005120000,29167
VD,20191005120500,29208
VD,20191005121000,29136
VD,20191005121500,29013
VD,20191005122000,29030
VD,20191005122500,29009
VD,20191005123000,28991
VD,20191005123500,28999
VD,20191005124000,28959
VD,20191005124500,28939
VD,20191005125000,28820
VD,20191005125500,28660
VD,20191005130000,28528
VD,20191005130500,28549
VD,20191005131000,28619
VD,20191005131500,28646
VD,20191005132000,28504
VD,20191005132500,28501
VD,20191005133000,28595
VD,20191005133500,28658
VD,20191005134000,28663
VD,20191005134500,28719
VD,20191005135000,28697
VD,20191005135500,28688
VD,20191005140000,28838
VD,20191005140500,28791
VD,20191005141000,28888
VD,20191005141500,28938
VD,20191005142000,28981
VD,20191005142500,29019
VD,20191005143000,29112
VD,20191005143500,29196
VD,20191005144000,29287
VD,20191005144500,29308
VD,20191005145000,29405
VD,20191005145500,29489
VD,20191005150000,29460
VD,20191005150500,29554
VD,20191005151000,29575
VD,20191005151500,29612
VD,20191005152000,29686
VD,20191005152500,29866
VD,20191005153000,30037
VD,20191005153500,30188
VD,20191005154000,30416
VD,20191005154500,30612
VD,20191005155000,30893
VD,20191005155500,31066
VD,20191005160000,31326
VD,20191005160500,31538
VD,20191005161000,31903
VD,20191005161500,32089
VD,20191005162000,32391
VD,20191005162500,32562
VD,20191005163000,32657
VD,20191005163500,32725
VD,20191005164000,32777
VD,20191005164500,32821
VD,20191005165000,32863
VD,20191005165500,32930
VD,20191005170000,32968
VD,20191005170500,33114
VD,20191005171000,33186
VD,20191005171500,33226
VD,20191005172000,33289
VD,20191005172500,33545
VD,20191005173000,33704
VD,20191005173500,33759
VD,20191005174000,33790
VD,20191005174500,33827
VD,20191005175000,33878
VD,20191005175500,33893
VD,20191005180000,33728
VD,20191005180500,33480
VD,20191005181000,33332
VD,20191005181500,33275
VD,20191005182000,33143
VD,20191005182500,32960
VD,20191005183000,32767
VD,20191005183500,32806
VD,20191005184000,32788
VD,20191005184500,32787
VD,20191005185000,32912
VD,20191005185500,32743
VD,20191005190000,32581
VD,20191005190500,32379
VD,20191005191000,32366
VD,20191005191500,32109
VD,20191005192000,31875
VD,20191005192500,31724
VD,20191005193000,31587
VD,20191005193500,31541
VD,20191005194000,31282
VD,20191005194500,31023
VD,20191005195000,30824
VD,20191005195500,30666
VD,20191005200000,30537
VD,20191005200500,30062
VD,20191005201000,29993
VD,20191005201500,29746
VD,20191005202000,29656
VD,20191005202500,29463
VD,20191005203000,29270
VD,20191005203500,28991
VD,20191005204000,28683
VD,20191005204500,28491
VD,20191005205000,28327
VD,20191005205500,28062
VD,20191005210000,27881
VD,20191005210500,27597
VD,20191005211000,27426
VD,20191005211500,27092
VD,20191005212000,26901
VD,20191005212500,26619
VD,20191005213000,26462
VD,20191005213500,26461
VD,20191005214000,26253
VD,20191005214500,25996
VD,20191005215000,25745
VD,20191005215500,25457
VD,20191005220000,25088
VD,20191005220500,25023
VD,20191005221000,24909
VD,20191005221500,24960
VD,20191005222000,24740
VD,20191005222500,24493
VD,20191005223000,24255
VD,20191005223500,23954
VD,20191005224000,23859
VD,20191005224500,23797
VD,20191005225000,23622
VD,20191005225500,23445
VD,20191005230000,23240
VD,20191005230500,23120
VD,20191005231000,23169
VD,20191005231500,23107
VD,20191005232000,23101
VD,20191005232500,22948
VD,20191005233000,22817
VD,20191005233500,22913
VD,20191005234000,22925
VD,20191005234500,22878
VD,20191005235000,22783
VD,20191005235500,22715
FTR,1440
